	author_title	isbn10	isbn13
1373	 Laurie R. King.**THE GAME		9780553583380
1374	 Lawrence Sanders.**CAPITAL CRIMES		9780450496882
1375	 Lawrence Sanders.**GUILTY PLEASURES		9780340717073
1376	 Lawrence Sanders.**MCNALLY'S DILEMMA		9780786222476
1377	 Lawrence Sanders.**MCNALLY'S GAMBLE		9781453298299
1378	 Lawrence Sanders.**MCNALLY'S PUZZLE		9781306619660
1379	 Lawrence Sanders.**MCNALLY'S TRIAL		9780340639566
1380	 Lawrence Sanders.**McNALLY'S SECRET		9780708987193
1381	 Lawrence Sanders.**SULLIVAN'S STING		9780708986011
1382	 Lawrence Sanders.**THE CASE OF LUCY BENDING		9780425063293
1383	 Lawrence Sanders.**THE EIGHTH COMMANDMENT		9781480403161
1384	 Lawrence Sanders.**THE FIRST DEADLY SIN		9780425056042
1385	 Lawrence Sanders.**THE FOURTH DEADLY SIN		9780862201562
1386	 Lawrence Sanders.**THE SECOND DEADLY SIN		9780425069936
1387	 Lawrence Sanders.**THE SEDUCTION OF PETER S.		9780425070192
1388	 Lawrence Sanders.**THE SEVENTH COMMANDMENT		9781306624466
1389	 Lawrence Sanders.**THE SIXTH COMMANDMENT		9780425080122
1390	 Lawrence Sanders.**THE TENTH COMMANDMENT		9780246111548
1391	 Lawrence Sanders.**THE THIRD DEADLY SIN		9780246111555
1392	 Lawrence Sanders.**THE TIMOTHY FILES		9780816144792
1393	 Lawrence Sanders.**TIMOTHY'S GAME		9785552268474
1394	 Lee Child.**BAD LUCK AND TROUBLE		9781407037592
1395	 Lee Child.**THE HARD WAY		9785699453696
1396	 Lee Smith.**THE LAST GIRLS		9781565124059
1397	 Len Deighton.**BERLIN GAME		9780345010711
1398	 Len Deighton.**GOODBYE		9780008162207
1399	 Len Deighton.**LONDON MATCH		9780345010735
1400	 Len Deighton.**MEXICO SET		9780091586102
1401	 Len Deighton.**SPY HOOK		9780008125011
1402	 Len Deighton.**SPY LINE		9781433281495
1403	 Len Deighton.**SPY SINKER		9780586068991
1404	 Len Deighton.**SS-GB		9780745134116
1405	 Len Deighton.**WINTER		9780586068953
1406	 Len Deighton.**XPD		9780007851812
1407	 Leon Uris.**A GOD IN RUINS		9780060587543
1408	 Leon Uris.**MITLA PASS		9781299968424
1409	 Leon Uris.**REDEMPTION		9780060587574
1410	 Leon Uris.**THE HAJ		9780233976976
1411	 Leon Uris.**TRINITY		9780553258462
1412	 Leslie Waller.**THE SWISS ACCOUNT		9780246109323
1413	 Lilian Jackson Braun.**THE CAT WHO BLEW THE WHISTLE		9780745127873
1414	 Lilian Jackson Braun.**THE CAT WHO DROPPED A BOMBSHELL		9780786273805
1415	 Lilian Jackson Braun.**THE CAT WHO HAD 60 WHISKERS		9780399153907
1416	 Lilian Jackson Braun.**THE CAT WHO MOVED A MOUNTAIN		9780755389735
1417	 Lilian Jackson Braun.**THE CAT WHO SAID CHEESE		9780747213741
1418	 Lilian Jackson Braun.**THE CAT WHO SANG FOR THE BIRDS		9781417561049
1419	 Lilian Jackson Braun.**THE CAT WHO SAW STARS		9781449872793
1420	 Lilian Jackson Braun.**THE CAT WHO SMELLED A RAT		9780786228232
1421	 Lilian Jackson Braun.**THE CAT WHO TAILED A THIEF		9781590074923
1422	 Lilian Jackson Braun.**THE CAT WHO TALKED TURKEY		9781449887186
1423	 Lilian Jackson Braun.**THE CAT WHO WENT INTO THE CLOSET		9780708932537
1424	 Lilian Jackson Braun.**THE CAT WHO WENT UP THE CREEK		9781449872816
1425	 Lincoln Child.**DEEP STORM		9781415935545
1426	 Linda Fairstein.**BAD BLOOD		9781442342644
1427	 Linda Fairstein.**KILLER HEAT		9781405686396
1428	 Linda Fairstein.**THE BONE VAULT		9780748106349
1429	 Linda Fairstein.**THE DEADHOUSE		9780743224031
1430	 Linda Howard.**COVER OF NIGHT		9781423310013
1431	 Linda Howard.**DYING TO PLEASE		9780345452702
1432	 Linda Howard.**MR. PERFECT		9789600422900
1433	 Linda Howard.**OPEN SEASON		9780786237449
1434	 Linda Howard.**UP CLOSE AND DANGEROUS		9785170549214
1435	 Lionel Shriver.**THE POST-BIRTHDAY WORLD		9781554681693
1436	 Lisa Gardner.**GONE		9780553804317
1437	 Lisa Gardner.**HIDE		9780752881799
1438	 Lisa Jackson.**ABSOLUTE FEAR		9781423315162
1439	 Lisa Jackson.**LOST SOULS		9781602851795
1440	 Lisa Jackson.**SHIVER		9781306657358
1441	 Lisa Kleypas.**BLUE-EYED DEVIL		9780356253084
1442	 Lisa Kleypas.**SUGAR DADDY		9780749942199
1443	 Lisa Scottoline.**COURTING TROUBLE		9780061188565
1444	 Lisa Scottoline.**DADDY’S GIRL		9780061262470
1445	 Lisa Scottoline.**DEVIL'S CORNER		9781449870591
1446	 Lisa Scottoline.**DIRTY BLONDE		9780061171574
1447	 Lisa Scottoline.**LADY KILLER		9781743035764
1448	 Lisa Scottoline.**MOMENT OF TRUTH		
1449	 Lisa Scottoline.**THE VENDETTA DEFENSE		9780007118458
1450	 Lisa See.**PEONY IN LOVE		9780747592730
1451	 Lolly Winston.**HAPPINESS SOLD SEPARATELY		9780446533065
1452	 Lonnie Coleman.**BEULAH LAND		9780440113935
1453	 Lorenzo Carcaterra.**APACHES		9782891118286
1454	 Lothar-Guenther Buchheim.**THE BOAT		9788888813691
1455	 Lothar-Gunther Buchheim.**THE BOAT		9788888813691
1456	 Louis Auchincloss.**THE DARK LADY		9780547790510
1457	 Louis Auchincloss.**THE PARTNERS		9780297767817
1458	 Louis L'Amour.**BEYOND THE GREAT SNOW MOUNTAINS		9780553580419
1459	 Louis L'Amour.**END OF THE DRIVE		9780553578980
1460	 Louis L'Amour.**JUBAL SACKETT		9780552131407
1461	 Louis L'Amour.**LAST OF THE BREED		9781850571254
1462	 Louis L'Amour.**MAY THERE BE A ROAD		9780553583991
1463	 Louis L'Amour.**MONUMENT ROCK		9781415956595
1464	 Louis L'Amour.**THE HAUNTED MESA		9780553051827
1465	 Louis L'Amour.**THE LONESOME GODS		9780816137138
1466	 Louis L'Amour.**THE OUTLAWS OF MESQUITE		9780593021675
1467	 Louis L'Amour.**THE RUSTLERS OF WEST FORK		9781299250666
1468	 Louis L'Amour.**THE WALKING DRUM		9780553270136
1469	 Louisa May Alcott.**A LONG FATAL LOVE CHASE		9780375415906
1470	 Louise Erdrich.**A PLAGUE OF DOVES		9780060515133
1471	 Louise Erdrich.**THE BEET QUEEN		9780061847851
1472	 Louise Erdrich.**TRACKS		9780805008951
1473	 Luanne Rice.**SANDCASTLES		9781439560327
1474	 Lucian K. Truscott IV.**DRESS GRAY		9781937957643
1475	 M. Scott Peck.**A BED BY THE WINDOW		9781409007760
1476	 M.M. Kaye.**SHADOW OF THE MOON		9780312714109
1477	 M.M. Kaye.**THE FAR PAVILIONS		9780140048339
1478	 M.M. Kaye.**TRADE WIND		9780553244519
1479	 Maeve Binchy.**CIRCLE OF FRIENDS		9780345526809
1480	 Maeve Binchy.**EVENING CLASS		9780614279375
1481	 Maeve Binchy.**NIGHTS OF RAIN AND STARS		9782840118459
1482	 Maeve Binchy.**QUENTINS		9785559029597
1483	 Maeve Binchy.**SCARLET FEATHER		9780786558995
1484	 Maeve Binchy.**TARA ROAD		9780385335126
1485	 Maeve Binchy.**THE GLASS LAKE		9780385313544
1486	 Maeve Binchy.**THIS YEAR IT WILL BE DIFFERENT		
1487	 Maeve Binchy.**WHITETHORN WOODS		9781409165200
1488	 Malcolm Bosse.**THE WARLORD		9780091534806
1489	 Marek Halter.**THE BOOK OF ABRAHAM		9782266117579
1490	 Margaret Atwood.**ALIAS GRACE		9789867759580
1491	 Margaret Atwood.**CAT'S EYE		9781408802809
1492	 Margaret Atwood.**ORYX AND CRAKE		9781843951346
1493	 Margaret Atwood.**THE BLIND ASSASSIN		9781906100032
1494	 Margaret Atwood.**THE HANDMAID'S TALE		9789151821559
1495	 Margaret Atwood.**THE ROBBER BRIDE		9780770428211
1496	 Margaret Craven.**I HEARD THE OWL CALL MY NAME		9781556902444
1497	 Margaret Mitchell. Edited  Debra Freer.**LOST LAYSEN		
1498	 Margaret Mitchell.**GONE WITH THE WIND		9784003234242
1499	 Margaret Truman.**MURDER IN THE WHITE HOUSE		9780877952459
1500	 Margaret Wander Bonanno.**PROBE		9781569563847
1501	 Margaret Weis and Tracy Hickman.**DRAGONS OF SUMMER FLAME		9781565115859
1502	 Marguerite Duras.**THE LOVER		9789509779242
1503	 Marilyn French.**THE BLEEDING HEART		9780517345542
1504	 Marilyn French.**THE WOMEN'S ROOM		9780515047882
1505	 Mario Puzo. Completed  Carol Gino.**THE FAMILY		
1506	 Mario Puzo.**FOOLS DIE		9780451088819
1507	 Mario Puzo.**OMERTA		9780099533252
1508	 Mario Puzo.**THE FOURTH K		9780330300940
1509	 Mario Puzo.**THE LAST DON		9788177661064
1510	 Mario Puzo.**THE SICILIAN		9788096702121
1511	 Mario Vargas Llosa.**IN PRAISE OF THE STEPMOTHER		9788447302390
1512	 Marion Zimmer Bradley.**THE MISTS OF AVALON		9788830406827
1513	 Marisa de los Santos.**BELONG TO ME		9780061664403
1514	 Marisha Pessi**SPECIAL TOPICS IN CALAMITY PHYSICS		9781429515399
1515	 Mark Helprin.**SWAN LAKE		9780395646472
1516	 Mark Helprin.**WINTER'S TALE		9788426422446
1517	 Marlo Morgan.**MUTANT MESSAGE DOWN UNDER		9780061749988
1518	 Martha Grimes.**DUST		9781429531542
1519	 Martha Grimes.**THE BLUE LAST		9781740305563
1520	 Martha Grimes.**THE FIVE BELLS AND BLADEBONE		9780896212046
1521	 Martha Grimes.**THE GRAVE MAURICE		9781101098967
1522	 Martha Grimes.**THE OLD SILENT		9781442363168
1523	 Martha Grimes.**THE WINDS OF CHANGE		9780786271863
1524	 Martin Amis.**LONDON FIELDS		9782267008890
1525	 Martin Amis.**NIGHT TRAIN		9781446401514
1526	 Martin Cruz Smith.**GORKY PARK		9781471131080
1527	 Martin Cruz Smith.**POLAR STAR		9783453071735
1528	 Martin Cruz Smith.**RED SQUARE		9788804372431
1529	 Martin Cruz Smith.**STALLION GATE		9780345917089
1530	 Marvin Kalb and Ted Koppel.**IN THE NATIONAL INTEREST		9780370300931
1531	 Mary Carey.**THE GREMLINS STORYBOOK		9780590703741
1532	 Mary Gordon.**FINAL PAYMENTS		9780552992121
1533	 Mary Gordon.**MEN AND ANGELS		9780345329257
1534	 Mary Gordon.**THE COMPANY OF WOMEN		9780394505084
1535	 Mary Higgins Clark and Carol Higgins Clark.**DECK THE HALLS		9781471103025
1536	 Mary Higgins Clark and Carol Higgins Clark.**SANTA CRUISE		9781405639712
1537	 Mary Higgins Clark.**A STRANGER IS WATCHING		9780440181279
1538	 Mary Higgins Clark.**ALL AROUND THE TOWN		9780671792336
1539	 Mary Higgins Clark.**ALL THROUGH THE NIGHT		
1540	 Mary Higgins Clark.**BEFORE I SAY GOOD-BYE		9780754023753
1541	 Mary Higgins Clark.**DADDY'S LITTLE GIRL		9781627150668
1542	 Mary Higgins Clark.**I HEARD THAT SONG BEFORE		9781416539629
1543	 Mary Higgins Clark.**I'LL BE SEEING YOU		9780671869380
1544	 Mary Higgins Clark.**LET ME CALL YOU SWEETHEART		9780671515799
1545	 Mary Higgins Clark.**MOONLIGHT BECOMES YOU		9780684817507
1546	 Mary Higgins Clark.**MOUNT VERNON LOVE STORY		9780743229876
1547	 Mary Higgins Clark.**MY GAL SUNDAY		9788373379022
1548	 Mary Higgins Clark.**ON THE STREET WHERE YOU LIVE		9788022011679
1549	 Mary Higgins Clark.**PRETEND YOU DON'T SEE HER		9788820025793
1550	 Mary Higgins Clark.**REMEMBER ME		9782724282160
1551	 Mary Higgins Clark.**SILENT NIGHT		9780754073994
1552	 Mary Higgins Clark.**STILLWATCH		9782226305367
1553	 Mary Higgins Clark.**THE CRADLE WILL FALL		9780002221245
1554	 Mary Higgins Clark.**THE LOTTERY WINNER		9780780413924
1555	 Mary Higgins Clark.**THE SECOND TIME AROUND		9780743412629
1556	 Mary Higgins Clark.**THE TOWN		9780671792336
1557	 Mary Higgins Clark.**TWO LITTLE GIRLS IN BLUE		9780786285068
1558	 Mary Higgins Clark.**WE'LL MEET AGAIN		9785699297191
1559	 Mary Higgins Clark.**WEEP NO MORE		9780440295037
1560	 Mary Higgins Clark.**WHERE ARE YOU NOW?		9780743571319
1561	 Mary Higgins Clark.**WHILE MY PRETTY ONE SLEEPS		9788484506355
1562	 Mary Higgins Clark.**YOU BELONG TO ME		9782744121920
1563	 Mary Jo Putney.**ONE PERFECT ROSE		9781420121735
1564	 Mary Kay Andrews.**DEEP DISH		9780061468827
1565	 Mary Renault.**THE PRAISE SINGER		9781844089604
1566	 Mary Stewart.**THE HOLLOW HILLS		9781568650630
1567	 Mary Stewart.**THE LAST ENCHANTMENT		9780449242070
1568	 Mary Stewart.**THE WICKED DAY		9788817677905
1569	 Mary Stewart.**TOUCH NOT THE CAT		9780449206089
1570	 Matthew Pearl.**THE DANTE CLUB		9788308037324
1571	 Matthew Stover.**REVENGE OF THE SITH		9781439564189
1572	 Maya Angelou.**AMAZING PEACE		9781400065585
1573	 Maya Angelou.**MOTHER: A CRADLE TO HOLD ME		9780614976526
1574	 Maya Angelou.**PHENOMENAL WOMAN		9780307807625
1575	 Meg Wolitzer.**THE TEN-YEAR NAP		9780099523482
1576	 Megan McCafferty.**FOURTH COMINGS		9781423344483
1577	 Melinda Haynes.**MOTHER OF PEARL		9780786865390
1578	 Melissa Bank.**THE GIRLS' GUIDE TO HUNTING AND FISHING		9780149027830
1579	 Michael Chabon.**THE MYSTERIES OF PITTSBURGH		9780061687570
1580	 Michael Chabon.**THE YIDDISH POLICEMEN’S UNION		9780007257409
1581	 Michael Connelly.**A DARKNESS MORE THAN NIGHT		9780786228218
1582	 Michael Connelly.**ANGELS FLIGHT		9780752823126
1583	 Michael Connelly.**BLOOD WORK		9782020484978
1584	 Michael Connelly.**CHASING THE DIME		9789531531153
1585	 Michael Connelly.**CITY OF BONES		9780613707428
1586	 Michael Connelly.**ECHO PARK		9781409156185
1587	 Michael Connelly.**LOST LIGHT		9785558804522
1588	 Michael Connelly.**THE CLOSERS		9781409116875
1589	 Michael Connelly.**THE LINCOLN LAWYER		9781741753172
1590	 Michael Connelly.**THE NARROWS		9788858500873
1591	 Michael Connelly.**THE OVERLOOK		9780316018951
1592	 Michael Crichton.**AIRFRAME		9780099238928
1593	 Michael Crichton.**CONGO		9780140058635
1594	 Michael Crichton.**DISCLOSURE		9780517157626
1595	 Michael Crichton.**JURASSIC PARK		9780784838068
1596	 Michael Crichton.**NEXT		9780517149225
1597	 Michael Crichton.**PREY		9780061703089
1598	 Michael Crichton.**RISING SUN		9781627151757
1599	 Michael Crichton.**SPHERE		9788022007030
1600	 Michael Crichton.**STATE OF FEAR		9788811678564
1601	 Michael Crichton.**THE LOST WORLD		9780783815893
1602	 Michael Crichton.**TIMELINE		9788401013584
1603	 Michael Cunningham.**SPECIMEN DAYS		9780002005593
1604	 Michael Cunningham.**THE HOURS		9788422607823
1605	 Michael Dorris and Louise Erdrich.**THE CROWN OF COLUMBUS		9780006544760
1606	 Michael Ende.**THE NEVERENDING STORY		9782724222234
1607	 Michael Gruber.**THE BOOK OF AIR AND SHADOWS		9780061289910
1608	 Michael Jan Friedman.**ALL GOOD THINGS ...		9780671521486
1609	 Michael Korda.**QUEENIE		9780816139705
1610	 Michael Korda.**THE FORTUNE		9788370821562
1611	 Michael Korda.**WORLDLY GOODS		9780552122559
1612	 Michael M. Thomas.**GREEN MONDAY		9780449442593
1613	 Michael Ondaatje.**ANIL'S GHOST		9781589455399
1614	 Michael Palmer.**FATAL		9780099462378
1615	 Michael Palmer.**MIRACLE CURE		9781568956121
1616	 Michael Palmer.**SILENT TREATMENT		9780783814056
1617	 Michael Palmer.**THE FIRST PATIENT		9780312343538
1618	 Michael Reaves and Steve Perry.**DEATH STAR		9780307795847
1619	 Michael Reaves.**DARTH MAUL: Shadow Hunter		9783641078102
1620	 Michel Faber.**THE CRIMSON PETAL AND THE WHITE		9788806164102
1621	 Milan Kundera.**IMMORTALITY		9789571302782
1622	 Milan Kundera.**THE UNBEARABLE LIGHTNESS OF BEING		9783837130980
1623	 Mitch Albom.**FOR ONE MORE DAY		9781401303297
1624	 Mitch Albom.**ONE MORE DAY		9781401303297
1625	 Mitch Albom.**THE FIVE PEOPLE YOU MEET IN HEAVEN		9781401391348
1626	 Mohsin Hamid.**THE RELUCTANT FUNDAMENTALIST		9780241964170
1627	 Mona Simpson.**ANYWHERE BUT HERE		9780571201372
1628	 Morris L. West.**THE SALAMANDER		9780450020612
1629	 Morris West.**HARLEQUIN		9780553229134
1630	 Morris West.**PROTEUS		9780688034047
1631	 Morris West.**THE CLOWNS OF GOD		9780312044596
1632	 Morris West.**THE NAVIGATOR		9780671809867
1633	 Morris West.**THE WORLD IS MADE OF GLASS		9780749320416
1634	 N. Richard Nash.**EAST WIND		9780689107733
1635	 Nancy Horan.**LOVING FRANK		9781423332923
1636	 Neal Stephenson.**CRYPTONOMICON		9780099410676
1637	 Neal Stephenson.**QUICKSILVER		9780380977420
1638	 Neal Stephenson.**THE SYSTEM OF THE WORLD		9780060895532
1639	 Neal Travis.**MANHATTAN		9780450044557
1640	 Nelson DeMille.**NIGHT FALL		9780446508339
1641	 Nelson DeMille.**PLUM ISLAND		9780759542600
1642	 Nelson DeMille.**SPENCERVILLE		9780446515054
1643	 Nelson DeMille.**THE CHARM SCHOOL		9780739485132
1644	 Nelson DeMille.**THE GENERAL'S DAUGHTER		9780446513067
1645	 Nelson DeMille.**THE GOLD COAST		9780679423478
1646	 Nelson DeMille.**THE LION'S GAME		9780446587471
1647	 Nelson DeMille.**UP COUNTRY		9780446173827
1648	 Nelson DeMille.**WILD FIRE		9780759569430
1649	 Nevada Barr.**BLOOD LURE		9781472202161
1650	 Nevada Barr.**FLASHBACK		9781440627774
1651	 Nevada Barr.**HARD TRUTH		9781419326745
1652	 Nevada Barr.**HUNTING SEASON		9781101398173
1653	 Nevada Barr.**WINTER STUDY		9781436203739
1654	 Newt Gingrich and William R. Forstchen.**DAYS OF INFAMY		9780312372255
1655	 Newt Gingrich and William R. Forstchen.**PEARL HARBOR		9781429921770
1656	 Nicholas Evans.**THE HORSE WHISPERER		9780552146548
1657	 Nicholas Evans.**THE LOOP		9780552144957
1658	 Nicholas Evans.**THE SMOKE JUMPER		9780593045251
1659	 Nicholas Meyer.**THE WEST END HORROR		9780708900987
1660	 Nicholas Sparks.**A BEND IN THE ROAD		9780708993941
1661	 Nicholas Sparks.**A WALK TO REMEMBER		9780553812978
1662	 Nicholas Sparks.**AT FIRST SIGHT		9788860614988
1663	 Nicholas Sparks.**DEAR JOHN		9781442002081
1664	 Nicholas Sparks.**MESSAGE IN A BOTTLE		9780751542004
1665	 Nicholas Sparks.**NIGHTS IN RODANTHE		9783453864955
1666	 Nicholas Sparks.**THE CHOICE		9782749921020
1667	 Nicholas Sparks.**THE GUARDIAN		9780748105786
1668	 Nicholas Sparks.**THE NOTEBOOK		9788478883356
1669	 Nicholas Sparks.**THE RESCUE		9788633129060
1670	 Nicholas Sparks.**THE WEDDING		9781843953395
1671	 Nicholas Sparks.**TRUE BELIEVER		9788360123331
1672	 Nicholson Baker.**VOX		9780679738817
1673	 Nick Bantock.**GRIFFIN & SABINE		
1674	 Nick Bantock.**SABINE'S NOTEBOOK		9780732907600
1675	 Nick Bantock.**THE GOLDEN MEAN		9780333602256
1676	 Nick Horn.**A LONG WAY DOWN		9780670888245
1677	 Nick Horn.**HOW TO BE GOOD		9782823812671
1678	 Nora Ephron.**HEARTBURN		9780816136162
1679	 Nora Roberts.**ANGELS FALL		9788834712849
1680	 Nora Roberts.**BIRTHRIGHT		9780515137118
1681	 Nora Roberts.**CARNAL INNOCENCE		9783641111601
1682	 Nora Roberts.**CAROLINA MOON		9788401329159
1683	 Nora Roberts.**CHESAPEAKE BLUE		9789616473170
1684	 Nora Roberts.**FIRST IMPRESSIONS		9783956492334
1685	 Nora Roberts.**GABRIEL'S ANGEL		9781405637138
1686	 Nora Roberts.**HIGH NOON		9781405618861
1687	 Nora Roberts.**HOMEPORT		9781101351864
1688	 Nora Roberts.**HOT ICE		9780553264616
1689	 Nora Roberts.**MIDNIGHT BAYOU		9780748114795
1690	 Nora Roberts.**MONTANA SKY		9788759508947
1691	 Nora Roberts.**NORTHERN LIGHTS		9780405610660
1692	 Nora Roberts.**RIVER'S END		9781101351925
1693	 Nora Roberts.**SACRED SINS		9781627157292
1694	 Nora Roberts.**SANCTUARY		9780425233559
1695	 Nora Roberts.**THE GIFT		9788576879350
1696	 Nora Roberts.**THE REEF		9782280855242
1697	 Nora Roberts.**THREE FATES		9782290116333
1698	 Norman Mailer.**ANCIENT EVENINGS		9783548207308
1699	 Norman Mailer.**THE CASTLE IN THE FOREST		9780349120706
1700	 Norman Mailer.**THE GOSPEL ACCORDING TO THE SON		9780316641685
1701	 Norman Mailer.**TOUGH GUYS DON'T DANCE		9780394541297
1702	 Norman Mailler.**THE EXECUTIONER'S SONG		9781306746281
1703	 Omar Tyree.**FOR THE LOVE OF MONEY		9780684872926
1704	 Oriana Fallaci.**A MAN		9788858608968
1705	 Orson Scott Card.**ENDER'S SHADOW		9788378397649
1706	 Orson Scott Card.**SHADOW OF THE HEGEMON		9782367932729
1707	 Orson Scott Card.**SHADOW PUPPETS		9788373375482
1708	 P. D. James.**A CERTAIN JUSTICE		9780754000792
1709	 P. D. James.**A TASTE FOR DEATH		9788878190689
1710	 P. D. James.**DEATH IN HOLY ORDERS		9782844920959
1711	 P. D. James.**DEVICES AND DESIRES		9780816150441
1712	 P. D. James.**THE LIGHTHOUSE		9782744198892
1713	 P. D. James.**THE MURDER ROOM		9788804523468
1714	 P.D. James.**DEVICES AND DESIRES		9780816150441
1715	 P.D. James.**INNOCENT BLOOD		9780743219631
1716	 P.D. James.**ORIGINAL SIN		9780571932511
1717	 Pat Conroy.**BEACH MUSIC		9780385202008
1718	 Pat Conroy.**THE PRINCE OF TIDES		9783404114672
1719	 Patricia Cornwell.**AT RISK		9780316732970
1720	 Patricia Cornwell.**BLACK NOTICE		9782702853160
1721	 Patricia Cornwell.**BLOW FLY		9780399151170
1722	 Patricia Cornwell.**BOOK OF THE DEAD		9788804564249
1723	 Patricia Cornwell.**CAUSE OF DEATH		9785457487949
1724	 Patricia Cornwell.**FROM POTTER'S FIELD		9788652100415
1725	 Patricia Cornwell.**HORNET'S NEST		9780751588279
1726	 Patricia Cornwell.**ISLE OF DOGS		9781627151481
1727	 Patricia Cornwell.**POINT OF ORIGIN		9784444401371
1728	 Patricia Cornwell.**PREDATOR		9780786281633
1729	 Patricia Cornwell.**SOUTHERN CROSS		9788852035166
1730	 Patricia Cornwell.**THE BODY FARM		9782890773134
1731	 Patricia Cornwell.**THE FRONT		9788804578727
1732	 Patricia Cornwell.**THE LAST PRECINCT		9781405504713
1733	 Patricia Cornwell.**TRACE		9789633708385
1734	 Patricia Cornwell.**UNNATURAL EXPOSURE		9789536450312
1735	 Patricia D. Cornwell.**ALL THAT REMAINS		9780316907804
1736	 Patrick F. McManus.**RUBBER LEGS AND WHITE TAIL-HAIRS		9780816144877
1737	 Patrick O'Brian.**THE COMMODORE		9781565115828
1738	 Patrick O'Brian.**THE HUNDRED DAYS		9781860429392
1739	 Patrick O'Brian.**THE YELLOW ADMIRAL		9788850218943
1740	 Patrick Suskind.**PERFUME		9788307019864
1741	 Patrick White.**THE EYE OF THE STORM		9781446435052
1742	 Patti Davis with Maureen Strange Foster.**HOME FRONT		
1743	 Paul E. Erdman.**THE CRASH OF '79		9780425109885
1744	 Paul E. Erdman.**THE SILVER BEARS		9780425110492
1745	 Paul Erdman.**THE LAST DAYS OF AMERICA		9780671242480
1746	 Paul Erdman.**THE PALACE		9780722133538
1747	 Paul Erdman.**THE PANIC OF '89		9781557730442
1748	 Paul Theroux.**MY SECRET HISTORY		9780449912003
1749	 Paul Theroux.**THE MOSQUITO COAST		9780241973653
1750	 Payne Harrison.**STORMING INTREPID		9780712637862
1751	 Perri O'Shaughnessy.**UNFIT TO PRACTICE		9780749933487
1752	 Pete Hamill.**FOREVER		9780743561303
1753	 Pete Hamill.**SNOW IN AUGUST		9780606200745
1754	 Peter Benchley.**BEAST		9780517165829
1755	 Peter Benchley.**Q CLEARANCE		9780425101568
1756	 Peter Benchley.**THE DEEP		9780553104226
1757	 Peter Benchley.**THE ISLAND		9780553209846
1758	 Peter David.**IMZADI		9783453133075
1759	 Peter Hoeg.**SMILLA'S SENSE OF SNOW		9788804384380
1760	 Peter Matthiessen.**FAR TORTUGA		9782020210706
1761	 Peter Matthiessen.**KILLING MISTER WATSON		9781299046801
1762	 Peter Mayle.**A DOG'S LIFE		9780241134689
1763	 Peter Mayle.**CHASING CEZANNE		9780679774327
1764	 Peter Straub.**FLOATING DRAGON		9780425062852
1765	 Peter Straub.**GHOST STORY		9780965723138
1766	 Peter Straub.**KOKO		9780517052334
1767	 Peter Straub.**MYSTERY		9783453046757
1768	 Philip Caputo.**HORN OF AFRICA		9780060986056
1769	 Philip Roth.**DECEPTION		9780671703745
1770	 Philip Roth.**EVERYMAN		9783150197516
1771	 Philip Roth.**EXIT GHOST		9781435607477
1772	 Philip Roth.**THE COUNTERLIFE		9780140097696
1773	 Philip Roth.**THE GHOST WRITER		9780449200094
1774	 Philip Roth.**THE PLOT AGAINST AMERICA		9788439712541
1775	 Philip Roth.**ZUCKERMAN UNBOUND		9788845208034
1776	 Philippa Gregory.**THE BOLEYN INHERITANCE		9780007373932
1777	 Phillip Margolin.**AFTER DARK		9780316876056
1778	 Phillip Margolin.**THE BURNING MAN		9780751519792
1779	 Phillip Margolin.**TIES THAT BIND		9780316724487
1780	 Phillip Roth.**THE PROFESSOR OF DESIRE		9788439727675
1781	 Phyllis A. Whitney.**DREAM OF ORCHIDS		9780385196017
1782	 Phyllis A. Whitney.**EMERALD		9780385182850
1783	 Phyllis A. Whitney.**RAINBOW IN THE MIST		9780340530276
1784	 Phyllis A. Whitney.**RAINSONG		9780340394960
1785	 Phyllis A. Whitney.**SPINDRIFT		9780434864713
1786	 Phyllis A. Whitney.**THE TURQUOISE MASK		9780385085144
1787	 Plum Sykes.**BERGDORF BLONDES		9780141019178
1788	 Plum Sykes.**THE DEBUTANTE DIVORCÉE		9780670915958
1789	 R. A. Salvatore.**ROAD OF THE PATRIARCH		9780786942770
1790	 R. A. Salvatore.**SERVANT OF THE SHARD		9780786954681
1791	 R. A. Salvatore.**THE LEGACY		9782820502025
1792	 R. A. Salvatore.**THE NEW JEDI ORDER: Vector Prime		9788495070302
1793	 R. A. Salvatore.**THE ORC KING		9780786949120
1794	 R. A. Salvatore.**THE THOUSAND ORCS		9780786928057
1795	 R. A. Salvatore.**THE TWO SWORDS		9780786954162
1796	 Randy Wayne White.**BLACK WIDOW		9781410405753
1797	 Randy Wayne White.**HUNTER’S MOON		9781101207048
1798	 Ray Bradbury.**THE STORIES OF RAY BRADBURY		9780586054857
1799	 Raymond Chandler and Robert B. Parker.**POODLE SPRINGS		9788385519164
1800	 Raymond E. Feist.**KRONDOR: Tear of the Gods		9780066213095
1801	 Raymond E. Feist.**RAGE OF A DEMON KING		9789460231926
1802	 Raymond E. Feist.**WRATH OF A MAD GOD		9780061663581
1803	 Raymond Khoury.**THE LAST TEMPLAR		9781429525978
1804	 Raymond Khoury.**THE SANCTUARY		9783499244759
1805	 Rebecca Wells.**YA-YAS IN BLOOM		
1806	 Reynolds Price.**KATE VAIDEN		9780816142385
1807	 Richard Adams.**SHARDIK		9780380005161
1808	 Richard Adams.**THE PLAGUE DOGS		9780449211823
1809	 Richard Adams.**by Richard Adams.		
