	author	list_date	num_wks_on_list	rank_last_wk	rank_this_wk	title	author_title	asin	isbn10	isbn13
7618	Harry Kemelman	1969-03-16	1	--	6	SUNDAY THE RABBI STAYED HOME	Harry Kemelman**SUNDAY THE RABBI STAYED HOME	B00ZJZHDE2	0743452380	9780743452380
7619	Mac Hyman	1955-12-04	56	14	14	NO TIME FOR SERGEANTS	Mac Hyman**NO TIME FOR SERGEANTS	 	0807120324	9780807120323
7620	Patrick Dennis	1955-12-04	40	3	3	AUNTIE MAME	Patrick Dennis**AUNTIE MAME	B000FC1GPG	0767908198	9780767908191
7621	Herman Wouk	1955-12-04	14	1	1	MARJORIE MORNINGSTAR	Herman Wouk**MARJORIE MORNINGSTAR	B009NL76FE	0316955132	9780316955133
7622	MacKinlay Kantor	1955-12-04	7	2	2	ANDERSONVILLE	MacKinlay Kantor**ANDERSONVILLE	B00OQSF5XE	0452269563	9780452269569
7623	Rumer Godden	1955-12-04	1	--	10	AN EPISODE OF SPARROWS	Rumer Godden**AN EPISODE OF SPARROWS	B01CBLR09E	1590171241	9781590171240
7624	Norman Mailer	1955-12-04	8	7	8	THE DEER PARK	Norman Mailer**THE DEER PARK	B00ERTF0PU	0349109974	9780349109978
7625	Howard Spring	1955-12-04	8	13	13	THESE LOVERS FLED AWAY	Howard Spring**THESE LOVERS FLED AWAY	 	0002218178	9780002218177
7626	Robert Ruark	1955-12-04	33	8	12	SOMETHING OF VALUE	Robert Ruark**SOMETHING OF VALUE	 	0241906121	9780241906125
7627	Anthony West	1955-12-04	7	--	16	HERITAGE	Anthony West**HERITAGE	 	 	 
7628	Sloan Wilson	1955-12-04	21	4	4	THE MAN IN THE GRAY FLANNEL SUIT	Sloan Wilson**THE MAN IN THE GRAY FLANNEL SUIT	B004JN0FCM	1568582463	9781568582467
7629	Cameron Hawley	1955-12-04	4	5	5	CASH McCALL	Cameron Hawley**CASH McCALL	B016XE7FCC	0892440384	9780892440382
7630	John O'Hara	1955-12-04	2	11	7	TEN NORTH FREDERICK	John O'Hara**TEN NORTH FREDERICK	B00G3L138I	0394448146	9780394448145
7631	Thomas B. Costain	1955-12-04	11	6	6	THE TONTINE	Thomas B. Costain**THE TONTINE	 	9997408039	9789997408037
7632	Harnett T. Kane	1955-12-04	7	9	11	THE SMILING REBEL	Harnett T. Kane**THE SMILING REBEL	 	 	 
7633	Thyra Ferre Bjorn	1955-12-04	7	16	15	PAPA'S WIFE	Thyra Ferre Bjorn**PAPA'S WIFE			
7634	Mary McCarthy	1955-12-04	4	10	9	A CHARMED LIFE	Mary McCarthy**A CHARMED LIFE	B00DZEJQ08	0156167743	9780156167741
7635	Sheila Burnford	1962-01-28	35	12	11	THE INCREDIBLE JOURNEY	Sheila Burnford**THE INCREDIBLE JOURNEY	B004G5ZYGA	0440226708	9780440226703
7636	Leo Calvin Rosten	1962-01-28	3	13	12	CAPTAIN NEWMAN, M.D.	Leo Calvin Rosten**CAPTAIN NEWMAN, M.D.			
7637	Howard Spring	1962-01-28	7	15	15	I MET A LADY	Howard Spring**I MET A LADY	 	1842323512	9781842323519
7638	Mary Stewart	1962-01-28	5	9	9	THE IVY TREE	Mary Stewart**THE IVY TREE	 	0380820749	9780380820740
7639	Irving Stone	1962-01-28	46	2	2	THE AGONY AND THE ECSTASY	Irving Stone**THE AGONY AND THE ECSTASY	 	0451171357	9780451171351
7640	Al Dewlen	1962-01-28	1	--	13	TWILIGHT OF HONOR	Al Dewlen**TWILIGHT OF HONOR	 	0451022572	9780451022578
7641	J.D. Salinger	1962-01-28	21	1	1	FRANNY AND ZOOEY	J.D. Salinger**FRANNY AND ZOOEY	 	0316769029	9780316769020
7642	Morris L. West	1962-01-28	10	6	6	DAUGHTER OF SILENCE	Morris L. West**DAUGHTER OF SILENCE	 	055320694X	9780553206944
7643	Victoria Holt	1962-01-28	1	--	14	KIRKLAND REVELS	Victoria Holt**KIRKLAND REVELS	 	0792719220	9780792719229
7644	Taylor Caldwell	1962-01-28	11	5	4	A PROLOGUE TO LOVE	Taylor Caldwell**A PROLOGUE TO LOVE	B0081V4QMI	0002216345	9780002216340
7645	MacKinlay Kantor	1962-01-28	17	8	7	SPIRIT LAKE	MacKinlay Kantor**SPIRIT LAKE	 	0451021940	9780451021946
7646	A.J. Cronin	1962-01-28	14	11	16	THE JUDAS TREE	A.J. Cronin**THE JUDAS TREE	 	0450013936	9780450013935
7647	Edward Streeter	1962-01-28	19	7	8	CHAIRMAN OF THE BORED	Edward Streeter**CHAIRMAN OF THE BORED	 	9997499743	9789997499745
7648	Patrick Dennis	1962-01-28	15	4	5	LITTLE ME	Patrick Dennis**LITTLE ME	B0012RMV9I	0767913477	9780767913478
7649	Harper Lee	1962-01-28	80	3	3	TO KILL A MOCKINGBIRD	Harper Lee**TO KILL A MOCKINGBIRD	B00K0OI42W	0061120081	9780061120084
7650	Harold Robbins	1962-01-28	33	10	10	THE CARPETBAGGERS	Harold Robbins**THE CARPETBAGGERS	B00AJGNIL8	0765351463	9780765351463
7651	Shelley Mydans	1965-09-19	1	--	9	THOMAS	Shelley Mydans**THOMAS	 	0529053926	9780529053923
7652	Robin Moore	1965-09-19	14	2	3	THE GREEN BERETS	Robin Moore**THE GREEN BERETS	B004N62HP8	1602390177	9781602390171
7653	Arthur Hailey	1965-09-19	31	4	6	HOTEL	Arthur Hailey**HOTEL	B00JVCHBYQ	0425176363	9780425176368
7654	Ian Fleming	1965-09-19	7	6	4	THE MAN WITH THE GOLDEN GUN	Ian Fleming**THE MAN WITH THE GOLDEN GUN	B008L40QB0	014200328X	9780142003282
7655	Bel Kaufman	1965-09-19	30	3	2	UP THE DOWN STAIRCASE	Bel Kaufman**UP THE DOWN STAIRCASE	B0096LJUN2	0060973617	9780060973612
7656	Fletcher Knebel	1965-09-19	17	9	10	NIGHT OF CAMP DAVID	Fletcher Knebel**NIGHT OF CAMP DAVID	 	0060124202	9780060124205
7657	Mary Stewart	1965-09-19	2	7	7	AIRS ABOVE THE GROUND	Mary Stewart**AIRS ABOVE THE GROUND	 	006074748X	9780060747480
7658	Noah Gordon	1965-09-19	6	8	8	THE RABBI	Noah Gordon**THE RABBI	B00840D1U4	0449214540	9780449214541
7659	John Le Carré	1965-09-19	13	5	5	THE LOOKING GLASS WAR	John Le Carré**THE LOOKING GLASS WAR	B008EXK0TG	0743431707	9780743431705
7660	James Michener	1965-09-19	19	1	1	THE SOURCE	James Michener**THE SOURCE	B00FO60CHQ	0375760385	9780375760389
7661	Patrick Dennis	1958-08-31	3	6	3	AROUND THE WORLD WITH AUNTIE MAME	Patrick Dennis**AROUND THE WORLD WITH AUNTIE MAME	B000XUDHU2	0767915852	9780767915854
7662	Elaine Dundy	1958-08-31	5	15	12	THE DUD AVOCADO	Elaine Dundy**THE DUD AVOCADO	B003WUYP1K	1590172329	9781590172322
7663	Ann Bridge	1958-08-31	6	12	13	THE PORTUGUESE ESCAPE	Ann Bridge**THE PORTUGUESE ESCAPE	B005OY9F1C	1448205727	9781448205721
7664	Richard Llewellyn	1958-08-31	4	13	11	CHEZ PAVAN	Richard Llewellyn**CHEZ PAVAN	 	 	 
7665	Anya Seton	1958-08-31	28	9	10	THE WINTHROP WOMAN	Anya Seton**THE WINTHROP WOMAN	B00845518O	155652644X	9781556526442
7666	Edna Ferber	1958-08-31	25	5	7	ICE PALACE	Edna Ferber**ICE PALACE	B00B3GMNMS	0899682782	9780899682785
7667	Terence Hanbury White	1958-08-31	1	--	14	THE ONCE AND FUTURE KING	Terence Hanbury White**THE ONCE AND FUTURE KING			
7668	Jerome Weidman	1958-08-31	11	2	2	THE ENEMY CAMP	Jerome Weidman**THE ENEMY CAMP	 	 	 
7669	Vladimir Nabokov	1958-08-31	3	10	4	LOLITA	Vladimir Nabokov**LOLITA	 	 	 
7670	Mary Renault	1958-08-31	8	3	5	THE KING MUST DIE	Mary Renault**THE KING MUST DIE	B00DCGJ6UO	0394751043	9780394751047
7671	Elick Moll	1958-08-31	14	14	15	SEIDMAN AND SON	Elick Moll**SEIDMAN AND SON	B00I0BUXUI	0451017633	9780451017635
7672	Alice Ekert-Rotholz	1958-08-31	10	8	8	THE TIME OF THE DRAGONS	Alice Ekert-Rotholz**THE TIME OF THE DRAGONS	 	0548386978	9780548386972
7673	A.J. Cronin	1958-08-31	14	11	16	THE NORTHERN LIGHT	A.J. Cronin**THE NORTHERN LIGHT	 	0450015386	9780450015380
7674	Evan Hunter	1958-08-31	13	7	9	STRANGERS WHEN WE MEET	Evan Hunter**STRANGERS WHEN WE MEET	 	0094530009	9780094530003
7675	Bernard Dryer	1958-08-31	11	4	6	THE IMAGE MAKERS	Bernard Dryer**THE IMAGE MAKERS	 	 	 
7676	Robert Traver	1958-08-31	34	1	1	ANATOMY OF A MURDER	Robert Traver**ANATOMY OF A MURDER	B00699QULE	0312033567	9780312033569
7677	Sheila Burnford	1962-01-21	34	11	12	THE INCREDIBLE JOURNEY	Sheila Burnford**THE INCREDIBLE JOURNEY	B004G5ZYGA	0440226708	9780440226703
7678	Leo Calvin Rosten	1962-01-21	2	14	13	CAPTAIN NEWMAN, M.D.	Leo Calvin Rosten**CAPTAIN NEWMAN, M.D.			
7679	Howard Spring	1962-01-21	6	--	15	I MET A LADY	Howard Spring**I MET A LADY	 	1842323512	9781842323519
7680	Morris L. West	1962-01-21	9	7	6	DAUGHTER OF SILENCE	Morris L. West**DAUGHTER OF SILENCE	 	055320694X	9780553206944
7681	Irving Stone	1962-01-21	45	2	2	THE AGONY AND THE ECSTASY	Irving Stone**THE AGONY AND THE ECSTASY	 	0451171357	9780451171351
7682	Taylor Caldwell	1962-01-21	10	5	5	A PROLOGUE TO LOVE	Taylor Caldwell**A PROLOGUE TO LOVE	B0081V4QMI	0002216345	9780002216340
7683	A.J. Cronin	1962-01-21	13	13	11	THE JUDAS TREE	A.J. Cronin**THE JUDAS TREE	 	0450013936	9780450013935
7684	J.D. Salinger	1962-01-21	20	1	1	FRANNY AND ZOOEY	J.D. Salinger**FRANNY AND ZOOEY	 	0316769029	9780316769020
7685	Mary Stewart	1962-01-21	4	9	9	THE IVY TREE	Mary Stewart**THE IVY TREE	 	0380820749	9780380820740
7686	Evelyn Waugh	1962-01-21	1	--	16	THE END OF THE BATTLE	Evelyn Waugh**THE END OF THE BATTLE	 	0316926205	9780316926201
7687	MacKinlay Kantor	1962-01-21	16	6	8	SPIRIT LAKE	MacKinlay Kantor**SPIRIT LAKE	 	0451021940	9780451021946
7688	Edward Streeter	1962-01-21	18	8	7	CHAIRMAN OF THE BORED	Edward Streeter**CHAIRMAN OF THE BORED	 	9997499743	9789997499745
7689	Patrick Dennis	1962-01-21	14	4	4	LITTLE ME	Patrick Dennis**LITTLE ME	B0012RMV9I	0767913477	9780767913478
7690	Harper Lee	1962-01-21	79	3	3	TO KILL A MOCKINGBIRD	Harper Lee**TO KILL A MOCKINGBIRD	B00K0OI42W	0061120081	9780061120084
7691	Carson McCullers	1962-01-21	22	12	14	CLOCK WITHOUT HANDS	Carson McCullers**CLOCK WITHOUT HANDS	B003JTHWLY	0395929733	9780395929735
7692	Harold Robbins	1962-01-21	32	10	10	THE CARPETBAGGERS	Harold Robbins**THE CARPETBAGGERS	B00AJGNIL8	0765351463	9780765351463
7693	Robin Moore	1965-09-12	13	3	2	THE GREEN BERETS	Robin Moore**THE GREEN BERETS	B004N62HP8	1602390177	9781602390171
7694	Arthur Hailey	1965-09-12	30	4	4	HOTEL	Arthur Hailey**HOTEL	B00JVCHBYQ	0425176363	9780425176368
7695	Ian Fleming	1965-09-12	6	5	6	THE MAN WITH THE GOLDEN GUN	Ian Fleming**THE MAN WITH THE GOLDEN GUN	B008L40QB0	014200328X	9780142003282
7696	Noah Gordon	1965-09-12	5	10	8	THE RABBI	Noah Gordon**THE RABBI	B00840D1U4	0449214540	9780449214541
7697	Bel Kaufman	1965-09-12	29	2	3	UP THE DOWN STAIRCASE	Bel Kaufman**UP THE DOWN STAIRCASE	B0096LJUN2	0060973617	9780060973612
7698	Mary Stewart	1965-09-12	1	--	7	AIRS ABOVE THE GROUND	Mary Stewart**AIRS ABOVE THE GROUND	 	006074748X	9780060747480
7699	Herman Wouk	1965-09-12	26	8	10	DON'T STOP THE CARNIVAL	Herman Wouk**DON'T STOP THE CARNIVAL	 	0316955124	9780316955126
7700	Fletcher Knebel	1965-09-12	16	7	9	NIGHT OF CAMP DAVID	Fletcher Knebel**NIGHT OF CAMP DAVID	 	0060124202	9780060124205
7701	John Le Carré	1965-09-12	12	6	5	THE LOOKING GLASS WAR	John Le Carré**THE LOOKING GLASS WAR	B008EXK0TG	0743431707	9780743431705
7702	James Michener	1965-09-12	18	1	1	THE SOURCE	James Michener**THE SOURCE	B00FO60CHQ	0375760385	9780375760389
7703	Shelley Mydans	1965-11-14	9	10	8	THOMAS	Shelley Mydans**THOMAS	 	0529053926	9780529053923
7704	Robin Moore	1965-11-14	22	5	6	THE GREEN BERETS	Robin Moore**THE GREEN BERETS	B004N62HP8	1602390177	9781602390171
7705	Robert Ruark	1965-11-14	7	7	7	THE HONEY BADGER	Robert Ruark**THE HONEY BADGER	 	 	 
7706	Arthur Hailey	1965-11-14	39	6	5	HOTEL	Arthur Hailey**HOTEL	B00JVCHBYQ	0425176363	9780425176368
7707	Ian Fleming	1965-11-14	15	8	10	THE MAN WITH THE GOLDEN GUN	Ian Fleming**THE MAN WITH THE GOLDEN GUN	B008L40QB0	014200328X	9780142003282
7708	Irving Stone	1965-11-14	5	3	3	THOSE WHO LOVE	Irving Stone**THOSE WHO LOVE	 	045103080X	9780451030801
7709	Bel Kaufman	1965-11-14	38	2	2	UP THE DOWN STAIRCASE	Bel Kaufman**UP THE DOWN STAIRCASE	B0096LJUN2	0060973617	9780060973612
7710	Mary Stewart	1965-11-14	10	4	4	AIRS ABOVE THE GROUND	Mary Stewart**AIRS ABOVE THE GROUND	 	006074748X	9780060747480
7711	Noah Gordon	1965-11-14	14	9	9	THE RABBI	Noah Gordon**THE RABBI	B00840D1U4	0449214540	9780449214541
7712	James Michener	1965-11-14	27	1	1	THE SOURCE	James Michener**THE SOURCE	B00FO60CHQ	0375760385	9780375760389
7713	Frank G. Slaughter	1953-04-05	12	10	11	THE GALILEANS	Frank G. Slaughter**THE GALILEANS	 	0671809873	9780671809874
7714	Herman Wouk	1953-04-05	105	 7	7	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
7715	Edna Ferber	1953-04-05	27	--	12	GIANT	Edna Ferber**GIANT	B00D185Z1C	0060956704	9780060956707
7716	Thomas B. Costain	1953-04-05	38	2	2	THE SILVER CHALICE	Thomas B. Costain**THE SILVER CHALICE	B0060AY8UW	0829423508	9780829423501
7717	Storm Jameson	1953-04-05	3	15	13	THE GREEN MAN	Storm Jameson**THE GREEN MAN	 	 	 
7718	Daphne du Maurier	1953-04-05	4	8	6	KISS ME AGAIN, STRANGER	Daphne du Maurier**KISS ME AGAIN, STRANGER	 	0671753282	9780671753283
7719	Helen MacInnes	1953-04-05	6	13	14	I AND MY TRUE LOVE	Helen MacInnes**I AND MY TRUE LOVE	 	0151434034	9780151434039
7720	Francis Van Wyck Mason	1953-04-05	7	3	3	GOLDEN ADMIRAL	Francis Van Wyck Mason**GOLDEN ADMIRAL			
7721	John Steinbeck	1953-04-05	29	4	5	EAST OF EDEN	John Steinbeck**EAST OF EDEN	B001BC5HXG	0142000655	9780142000656
7722	John Phillips	1953-04-05	10	6	8	THE SECOND HAPPIEST DAY	John Phillips**THE SECOND HAPPIEST DAY	 	 	 
7723	Annemarie Selinko	1953-04-05	12	1	1	DESIREE	Annemarie Selinko**DESIREE	 	8493388335	9788493388331
7724	Jay Richard Kennedy	1953-04-05	4	9	9	PRINCE BART	Jay Richard Kennedy**PRINCE BART	 	 	 
7725	Cameron Hawley	1953-04-05	15	--	15	EXECUTIVE SUITE	Cameron Hawley**EXECUTIVE SUITE	B016XE7FCW	0892440201	9780892440207
7726	Marjorie Kinnan Rawlings	1953-04-05	14	11	10	THE SOJOURNER	Marjorie Kinnan Rawlings**THE SOJOURNER	 	0877972281	9780877972280
7727	Ovid Williams Pierce	1953-04-05	2	--	16	THE PLANTATION	Ovid Williams Pierce**THE PLANTATION	 	 	 
7728	Frances Parkinson Keyes	1953-04-05	21	5	4	STEAMBOAT GOTHIC	Frances Parkinson Keyes**STEAMBOAT GOTHIC	 	9997403479	9789997403476
7729	Fletcher Knebel	1972-08-13	7	6	5	DARK HORSE	Fletcher Knebel**DARK HORSE	 	0441137857	9780441137855
7730	Jane McIlvaine McClary	1972-08-13	12	7	9	A PORTION FOR FOXES	Jane McIlvaine McClary**A PORTION FOR FOXES	 	0445030011	9780445030015
7731	Richard Bach	1972-08-13	17	1	1	JONATHAN LIVINGSTON SEAGULL	Richard Bach**JONATHAN LIVINGSTON SEAGULL	B000SEH506	0743278909	9780743278904
7732	Taylor Caldwell	1972-08-13	18	3	2	CAPTAINS AND THE KINGS	Taylor Caldwell**CAPTAINS AND THE KINGS	 	0449205622	9780449205624
7733	Chaim Potok	1972-08-13	16	4	4	MY NAME IS ASHER LEV	Chaim Potok**MY NAME IS ASHER LEV	B002GKGAZG	1400031044	9781400031047
7734	Irving Wallace	1972-08-13	23	5	6	THE WORD	Irving Wallace**THE WORD	B004YFFCNW	0765351129	9780765351128
7735	Eric Ambler	1972-08-13	6	9	8	THE LEVANTER	Eric Ambler**THE LEVANTER	B00A1MRD2K	1842431498	9781842431498
7736	Michael Crichton	1972-08-13	15	8	7	THE TERMINAL MAN	Michael Crichton**THE TERMINAL MAN	B007UH9BX8	0060092572	9780060092573
7737	James Mills	1972-08-13	2	10	10	REPORT TO THE COMMISSIONER	James Mills**REPORT TO THE COMMISSIONER	 	0374249407	9780374249403
7738	Herman Wouk	1972-08-13	40	2	3	THE WINDS OF WAR	Herman Wouk**THE WINDS OF WAR	B0020BUX54	0316952664	9780316952668
7739	Helen MacInnes	1963-10-13	1	--	10	THE VENETIAN AFFAIR	Helen MacInnes**THE VENETIAN AFFAIR	B00BO4GE7Y	0449209423	9780449209424
7740	Rumer Godden	1963-10-13	2	9	6	THE BATTLE OF THE VILLA FIORITA	Rumer Godden**THE BATTLE OF THE VILLA FIORITA	 	0330323997	9780330323994
7741	Pearl S. Buck	1963-10-13	3	10	4	THE LIVING REED	Pearl S. Buck**THE LIVING REED	B008F4NU9G	1559210222	9781559210225
7742	Irving Wallace	1963-10-13	1	--	8	THE THREE SIRENS	Irving Wallace**THE THREE SIRENS	 	0451138295	9780451138293
7743	Mary McCarthy	1963-10-13	8	1	1	THE GROUP	Mary McCarthy**THE GROUP	B00DZEJRDE	0156372088	9780156372084
7744	Morrs L. West	1963-10-13	21	2	2	THE SHOES OF THE FISHERMAN	Morrs L. West**THE SHOES OF THE FISHERMAN			
7745	James Michener	1963-10-13	12	3	3	CARAVANS	James Michener**CARAVANS	B00FO60CLC	0812969820	9780812969825
7746	Nora Lofts	1963-10-13	11	--	9	THE CONCUBINE	Nora Lofts**THE CONCUBINE			
7747	Ian Fleming	1963-10-13	7	8	7	ON HER MAJESTY'S SECRET SERVICE	Ian Fleming**ON HER MAJESTY'S SECRET SERVICE	B008L40NTA	0142003255	9780142003251
7748	John Rechy	1963-10-13	17	4	5	CITY OF NIGHT	John Rechy**CITY OF NIGHT	B00GF2RAUU	0802130836	9780802130839
7749	Max Schulman	1958-07-20	49	13	16	RALLY ROUND THE FLAG BOYS!	Max Schulman**RALLY ROUND THE FLAG BOYS!			
7750	Edna Ferber	1958-07-20	19	3	3	ICE PALACE	Edna Ferber**ICE PALACE	B00B3GMNMS	0899682782	9780899682785
7751	Robert Lewis Taylor	1958-07-20	15	12	13	THE TRAVELS OF JAIMIE McPHEETERS	Robert Lewis Taylor**THE TRAVELS OF JAIMIE McPHEETERS	B004J4WLBE	0385422229	9780385422222
7752	Anya Seton	1958-07-20	22	4	4	THE WINTHROP WOMAN	Anya Seton**THE WINTHROP WOMAN	B00845518O	155652644X	9781556526442
7753	Rumer Godden	1958-07-20	17	11	12	THE GREENGAGE SUMMER	Rumer Godden**THE GREENGAGE SUMMER	 	033032778X	9780330327787
7754	Jerome Weidman	1958-07-20	5	2	2	THE ENEMY CAMP	Jerome Weidman**THE ENEMY CAMP	 	 	 
7755	Sloan Wilson	1958-07-20	15	5	10	A SUMMER PLACE	Sloan Wilson**A SUMMER PLACE	 	5557019367	9785557019361
7756	Vicki Baum	1958-07-20	1	--	15	THEME FOR BALLET	Vicki Baum**THEME FOR BALLET	 	 	 
7757	Helen MacInnes	1958-07-20	22	14	14	NORTH FROM ROME	Helen MacInnes**NORTH FROM ROME	 	0449209911	9780449209912
7758	Mary Renault	1958-07-20	2	15	11	THE KING MUST DIE	Mary Renault**THE KING MUST DIE	B00DCGJ6UO	0394751043	9780394751047
7759	Elick Moll	1958-07-20	8	9	6	SEIDMAN AND SON	Elick Moll**SEIDMAN AND SON	B00I0BUXUI	0451017633	9780451017635
7760	Alice Ekert-Rotholz	1958-07-20	4	10	7	THE TIME OF THE DRAGONS	Alice Ekert-Rotholz**THE TIME OF THE DRAGONS	 	0548386978	9780548386972
7761	A.J. Cronin	1958-07-20	8	8	9	THE NORTHERN LIGHT	A.J. Cronin**THE NORTHERN LIGHT	 	0450015386	9780450015380
7762	Evan Hunter	1958-07-20	7	7	8	STRANGERS WHEN WE MEET	Evan Hunter**STRANGERS WHEN WE MEET	 	0094530009	9780094530003
7763	Bernard Dryer	1958-07-20	5	6	5	THE IMAGE MAKERS	Bernard Dryer**THE IMAGE MAKERS	 	 	 
7764	Robert Traver	1958-07-20	28	1	1	ANATOMY OF A MURDER	Robert Traver**ANATOMY OF A MURDER	B00699QULE	0312033567	9780312033569
7765	Herman Wouk	1951-04-15	2	 12	4	THE CAINE MUTINY	Herman Wouk**THE CAINE MUTINY	B009NLFJ80	0316955108	9780316955102
7766	Henry Morton Robinson	1951-04-15	56	13	13	THE CARDINAL	Henry Morton Robinson**THE CARDINAL	 	0671814524	9780671814526
7767	William E. Barrett	1951-04-15	11	9	14	THE LEFT HAND OF GOD	William E. Barrett**THE LEFT HAND OF GOD	 	0317279076	9780317279078
7768	James Jones	1951-04-15	8	1	1	FROM HERE TO ETERNITY	James Jones**FROM HERE TO ETERNITY	B004UNGYK8	0517223007	9780517223000
7769	J.B. Priestley	1951-04-15	2	7	8	FESTIVAL	J.B. Priestley**FESTIVAL	 	 	 
7770	Pearl S. Buck	1951-04-15	1	 --	11	GOD'S MEN	Pearl S. Buck**GOD'S MEN	B00CLVB9N8	0671822780	9780671822781
7771	Sinclair Lewis	1951-04-15	3	16	15	WORLD SO WIDE	Sinclair Lewis**WORLD SO WIDE	 	 	 
7772	Nevil Shute	1951-04-15	6	10	12	ROUND THE BEND	Nevil Shute**ROUND THE BEND	B003WUYPHE	1842322893	9781842322895
7773	Arthur Koestler	1951-04-15	7	6	5	THE AGE OF LONGING	Arthur Koestler**THE AGE OF LONGING	 	2702108474	9782702108475
7774	James Hilton	1951-04-15	8	4	6	MORNING JOURNEY	James Hilton**MORNING JOURNEY	 	0333089626	9780333089620
7775	Taylor Caldwell	1951-04-15	15	8	9	THE BALANCE WHEEL	Taylor Caldwell**THE BALANCE WHEEL	 	0515080837	9780515080834
7776	Reginald Arkell	1951-04-15	8	15	10	OLD HERBACEOUS	Reginald Arkell**OLD HERBACEOUS	B01KUGU5CQ	0812967380	9780812967388
7777	Frances Parkinson Keyes	1951-04-15	21	2	2	JOY STREET	Frances Parkinson Keyes**JOY STREET	 	1568494475	9781568494470
7778	Ilka Chase	1951-04-15	5	5	7	NEW YORK 22	Ilka Chase**NEW YORK 22	 	 	 
7779	Budd Schulberg	1951-04-15	26	3	3	THE DISENCHANTED	Budd Schulberg**THE DISENCHANTED	 	0850315204	9780850315202
7780	Odell Shepard and Willard Shepard	1951-04-15	1	 --	16	JENKINS' EAR	Odell Shepard and Willard Shepard**JENKINS' EAR	 	 	 
7781	Mac Hyman	1954-12-12	10	5	4	NO TIME FOR SERGEANTS	Mac Hyman**NO TIME FOR SERGEANTS	 	0807120324	9780807120323
7782	Daphne du Maurier	1954-12-12	28	7	8	MARY ANNE	Daphne du Maurier**MARY ANNE	 	0316323713	9780316323710
7783	Taylor Caldwell	1954-12-12	29	--	14	NEVER VICTORIOUS, NEVER DEFEATED	Taylor Caldwell**NEVER VICTORIOUS, NEVER DEFEATED	 	044631076X	9780446310765
7784	Ernest Kellogg Gann	1954-12-12	10	4	5	SOLDIER OF FORTUNE	Ernest Kellogg Gann**SOLDIER OF FORTUNE			
7785	Frances Gray Patton	1954-12-12	5	9	9	GOOD MORNING, MISS DOVE	Frances Gray Patton**GOOD MORNING, MISS DOVE	 	0884118797	9780884118794
7786	Marcia Davenport	1954-12-12	7	6	6	MY BROTHER'S KEEPER	Marcia Davenport**MY BROTHER'S KEEPER	 	0380598655	9780380598656
7787	Frederick Manfred	1954-12-12	3	--	15	LORD GRIZZLY	Frederick Manfred**LORD GRIZZLY	 	0451184130	9780451184139
7788	Harriette Arnow	1954-12-12	30	--	16	THE DOLLMAKER	Harriette Arnow**THE DOLLMAKER	B0041D8478	0060529342	9780060529345
7789	Frank Yerby	1954-12-12	2	11	10	BENTON'S ROW	Frank Yerby**BENTON'S ROW	 	0440105129	9780440105121
7790	Morton Thompson	1954-12-12	49	8	7	NOT AS A STRANGER	Morton Thompson**NOT AS A STRANGER	 	1568491182	9781568491189
7791	Anya Seton	1954-12-12	11	3	3	KATHERINE	Anya Seton**KATHERINE	B008454XNS	155652532X	9781556525322
7792	Hamilton Basso	1954-12-12	8	2	2	THE VIEW FROM POMPEY'S HEAD	Hamilton Basso**THE VIEW FROM POMPEY'S HEAD	 	080712334X	9780807123348
7793	Marguerite Yourcenar	1954-12-12	3	10	12	HADRIAN'S MEMOIRS	Marguerite Yourcenar**HADRIAN'S MEMOIRS	 	0374529264	9780374529260
7794	Irving Stone	1954-12-12	17	1	1	LOVE IS ETERNAL	Irving Stone**LOVE IS ETERNAL	 	1568495560	9781568495569
7795	Frances Parkinson Keyes	1954-12-12	26	--	13	THE ROYAL BOX	Frances Parkinson Keyes**THE ROYAL BOX	 	0671788973	9780671788971
7796	F. Van Wyck Mason	1954-12-12	6	12	11	BLUE HURRICANE	F. Van Wyck Mason**BLUE HURRICANE	 	0425031829	9780425031827
7797	Jetta Carleton	1963-03-17	6	6	5	THE MOONFLOWER VINE	Jetta Carleton**THE MOONFLOWER VINE	B001VA1PP2	0553244221	9780553244229
7798	J.D. Salinger	1963-03-17	7	1	1	RAISE HIGH THE ROOF BEAM, CARPENTERS	J.D. Salinger**RAISE HIGH THE ROOF BEAM, CARPENTERS	 	0316766941	9780316766944
7799	Daphne du Maurier	1963-03-17	1	--	8	THE GLASS BLOWERS	Daphne du Maurier**THE GLASS BLOWERS	 	0316253510	9780316253512
7800	John Updike	1963-03-17	4	9	10	THE CENTAUR	John Updike**THE CENTAUR	B006LTEP6O	0449912167	9780449912164
7801	Taylor Caldwell	1963-03-17	1	--	9	GRANDMOTHER AND THE PRIESTS	Taylor Caldwell**GRANDMOTHER AND THE PRIESTS	B0084RNRVU	0449213870	9780449213872
7802	Mary Stewart	1963-03-17	12	5	6	THE MOONSPINNERS	Mary Stewart**THE MOONSPINNERS	 	0060502959	9780060502959
7803	Fletcher Knebel and Charles W. Bailey II	1963-03-17	27	2	2	SEVEN DAYS IN MAY	Fletcher Knebel and Charles W. Bailey II**SEVEN DAYS IN MAY	 	0060124350	9780060124359
7804	Richard McKenna	1963-03-17	11	3	3	THE SAND PEBBLES	Richard McKenna**THE SAND PEBBLES	B003XREM2Y	1557504466	9781557504463
